País Português,22/01/20,23/01/20,24/01/20,25/01/20,26/01/20,27/01/20,28/01/20,29/01/20,30/01/20,31/01/20,01/02/20,02/02/20,03/02/20,04/02/20,05/02/20,06/02/20,07/02/20,08/02/20,09/02/20,10/02/20,11/02/20,12/02/20,13/02/20,14/02/20,15/02/20,16/02/20,17/02/20,18/02/20,19/02/20,20/02/20,21/02/20,22/02/20,23/02/20,24/02/20,25/02/20,26/02/20,27/02/20,28/02/20,29/02/20,01/03/20,02/03/20,03/03/20,04/03/20,05/03/20,06/03/20,07/03/20,08/03/20,09/03/20,10/03/20,11/03/20,12/03/20,13/03/20,14/03/20,15/03/20,16/03/20,17/03/20,18/03/20,19/03/20,20/03/20,21/03/20,22/03/20,23/03/20,24/03/20,25/03/20,26/03/20,27/03/20,28/03/20,29/03/20,30/03/20,31/03/20,01/04/20,02/04/20,03/04/20,04/04/20,05/04/20,06/04/20,07/04/20,08/04/20,09/04/20,10/04/20,11/04/20,12/04/20,13/04/20,14/04/20,15/04/20,16/04/20,17/04/20,18/04/20,19/04/20,20/04/20,21/04/20,22/04/20,23/04/20,24/04/20,25/04/20,26/04/20,27/04/20,28/04/20,29/04/20,30/04/20,01/05/20,02/05/20,03/05/20,04/05/20,05/05/20,06/05/20,07/05/20,08/05/20,09/05/20,10/05/20,11/05/20,12/05/20,13/05/20,14/05/20,15/05/20,16/05/20,17/05/20,18/05/20,19/05/20,20/05/20,21/05/20,22/05/20,23/05/20,24/05/20,25/05/20,26/05/20,27/05/20,28/05/20,29/05/20,30/05/20,31/05/20,01/06/20,02/06/20,03/06/20,04/06/20,05/06/20,06/06/20,07/06/20,08/06/20,09/06/20,10/06/20,11/06/20,12/06/20,13/06/20,14/06/20,15/06/20,16/06/20,17/06/20,18/06/20,19/06/20,20/06/20,21/06/20,22/06/20,23/06/20,24/06/20,25/06/20,26/06/20,27/06/20,28/06/20,29/06/20,30/06/20,01/07/20,02/07/20,03/07/20,04/07/20,05/07/20,06/07/20,07/07/20,08/07/20,09/07/20,10/07/20,11/07/20,12/07/20,13/07/20,14/07/20,15/07/20
Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0119,0.0239,0.0239,0.0239,0.0239,0.0239,0.0239,0.0239,0.0239,0.0239,0.0597,0.0597,0.1433,0.1433,0.1553,0.1851,0.1851,0.2269,0.2807,0.4001,0.4718,0.5136,0.5913,0.6271,0.7107,0.7764,0.8481,0.9675,1.0452,1.1347,1.1646,1.2363,1.3079,1.3259,1.3497,1.4154,1.4572,1.4931,1.5827,1.6603,1.6722,1.7379,1.7857,1.8753,2.0007,2.0425,2.0903,2.1918,2.2516,2.4606,2.6398,2.8607,3.2549,3.667,4.0074,4.3956,4.9152,5.2676,5.5722,6.1157,6.6591,7.0593,7.5908,7.9372,8.5583,8.9107,9.2631,9.7588,10.2067,11.2638,11.9148,12.5717,13.0734,13.796,14.5068,14.8113,15.1936,15.6295,16.2089,16.7941,17.3735,17.7736,18.1976,18.6933,18.8785,19.4279,19.9953,20.4791,21.1121,21.7691,22.3305,22.9098,23.4831,24.0147,24.815,25.3764,25.8482,26.4394,26.971,27.7115,28.4222,28.9717,29.8377,30.3991,30.8948,31.3367,32.0654,32.6984,33.6779,34.5379,35.165,35.6547,36.0369,36.6043,37.2254,37.9481,38.5752,39.3337,40.0026,40.5699,41.3583,42.1287,42.7857,43.4307,44.1951,44.661,45.0731,45.73,46.4885,47.0738,47.8621,48.5848,48.961,49.2298,49.9823
Sérvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114,0.0114,0.0114,0.0114,0.0572,0.1373,0.2175,0.4006,0.5265,0.5494,0.6295,0.7439,0.9499,1.1788,1.5451,1.9571,2.5408,2.8498,3.4679,4.3949,4.3949,5.2304,7.5423,8.4808,8.9844,10.3006,12.1318,13.4022,16.893,18.5868,21.8372,25.1792,28.0061,30.5126,32.8131,35.537,38.6844,41.5457,46.3984,51.1023,55.7719,60.865,65.1226,68.6019,72.3101,75.8809,78.8567,81.7637,83.2745,85.6436,89.0314,92.0414,94.7081,97.2489,99.847,103.1088,103.1088,107.1489,108.3163,109.3807,110.7541,112.0589,112.7112,113.7985,114.8171,114.8171,116.4652,117.2321,117.8272,118.7314,119.4639,120.1277,121.4324,122.451,122.8402,123.9847,124.9689,126.1707,126.9489,127.7158,128.1049,128.494,129.0434,129.3295,129.9476,130.2566,130.6114,130.8174,131.0921,131.8818,132.4311,133.5299,134.3768,135.3153,136.1508,136.9405,137.6959,138.5085,139.344,140.2138,140.8891,141.5414,142.2167,143.3154,144.3913,145.4557,146.5315,147.573,148.6717,149.8391,151.4758,153.0437,155.2526,157.8507,160.7577,163.5275,166.6863,169.7994,173.9081,177.4447,181.1643,184.6208,187.9284,191.3505,195.4364,198.4808,202.8986,206.8471,210.1319,213.325,217.2621,221.2794
Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0336,2.0336,3.0504,4.0672,4.0672,6.1008,7.1177,7.1177,7.1177,7.1177,7.1177,7.1177,7.1177,7.1177,8.1345,8.1345,8.1345,10.1681,10.1681,10.1681,10.1681,10.1681,10.1681,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,11.1849,20.3362,71.1765,78.2942,82.3614,82.3614,82.3614,82.3614,82.3614,82.3614,82.3614,82.3614,92.5295,95.5799,101.6808,101.6808,101.6808,101.6808,101.6808,101.6808
Serra Leoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0251,0.0251,0.0251,0.0501,0.0752,0.0752,0.0752,0.0878,0.0878,0.1003,0.1003,0.1254,0.1254,0.1379,0.163,0.188,0.3259,0.3761,0.4388,0.5391,0.6268,0.7647,0.8023,1.028,1.028,1.1659,1.1659,1.3038,1.3038,1.5545,1.7049,1.9431,2.081,2.2314,2.4947,2.8206,2.8958,3.2218,3.648,3.8486,4.2372,4.2372,4.8515,5.1147,5.6036,5.7917,6.3307,6.5062,6.6943,7.1456,7.3336,7.5969,7.7849,8.863,9.214,9.4522,9.8032,10.1793,10.3924,10.6807,10.7936,10.8437,11.2323,11.3953,11.458,11.646,11.8591,12.1474,12.5486,12.8495,13.3133,13.6016,13.8273,14.1908,14.6547,14.7424,15.3567,15.6575,15.9459,16.2718,16.4097,16.6354,16.7983,16.8861,16.9738,16.9738,17.4753,17.6759,17.889,18.1773,18.3277,18.779,19.0298,19.105,19.2178,19.3306,19.3933,19.7067,19.8571,20.0326,20.2207,20.2834,20.4965,20.5842,20.697,20.9102
Singapura,0.0,0.0171,0.0513,0.0513,0.0684,0.0855,0.1197,0.1197,0.1709,0.2222,0.2735,0.3077,0.3077,0.4102,0.4786,0.4786,0.5128,0.5641,0.6837,0.7692,0.8034,0.8547,0.9914,1.1452,1.2307,1.282,1.3162,1.3845,1.4358,1.4358,1.4529,1.4529,1.5213,1.5213,1.5555,1.5897,1.5897,1.5897,1.7435,1.8119,1.846,1.8802,1.8802,1.9999,2.2221,2.3588,2.564,2.564,2.7349,3.0426,3.0426,3.4186,3.6237,3.863,4.1536,4.5467,5.3501,5.8971,6.5808,7.3842,7.7773,8.7003,9.5379,10.7857,11.6745,12.5121,13.7086,14.4265,15.0248,15.8281,17.093,17.9306,19.0416,20.3236,22.3748,23.5029,25.3148,27.742,32.6477,36.0321,39.2968,43.2795,49.8774,55.5865,63.2271,75.6708,86.3197,102.4214,112.6088,136.9834,155.9738,173.3403,191.0658,206.3982,216.9617,232.8753,246.5326,255.5577,267.3519,276.377,292.3077,299.9483,311.1784,320.9727,331.7755,345.2448,357.9107,371.0381,383.9092,398.8827,407.1899,421.7018,433.2396,446.0936,459.6483,467.5966,479.254,484.4674,492.1764,501.9194,509.577,520.0722,531.0459,540.4129,546.2928,552.8395,561.9501,568.3257,578.7696,587.4187,596.2728,603.2468,612.5454,622.2713,631.1084,635.5697,641.4497,647.9963,654.5942,658.3205,666.0294,673.2427,681.1568,687.088,694.0449,697.7028,700.2838,704.5058,708.8987,711.3259,715.0522,719.5306,723.2569,725.2909,728.5557,730.4872,734.2306,739.2046,742.8455,746.2983,750.5031,754.1781,757.3916,760.2803,763.4425,765.7672,768.8952,771.5788,774.2795,776.4161,779.6809,782.5696,785.6122,791.1161,797.0474,801.2865
Eslováquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0183,0.0183,0.0549,0.0549,0.1282,0.1832,0.2931,0.5861,0.8059,0.9891,1.1539,1.3188,1.9232,2.2529,2.5093,3.2603,3.3885,3.4068,3.7365,3.9563,4.1395,4.9271,5.3483,5.7513,6.1542,6.6488,7.3265,7.8027,8.2423,8.6269,8.8834,9.7809,10.6417,12.4917,12.8397,13.0961,13.3342,13.5906,14.0852,15.294,15.8069,17.8949,19.2137,19.9464,21.2651,21.4849,21.9611,22.7854,24.269,24.9101,25.1482,25.2581,25.2947,25.3496,25.4779,25.5694,25.6977,25.7709,25.7892,25.8808,26.0273,26.1739,26.4669,26.6501,26.6501,26.6867,26.6867,26.8333,26.9065,27.0531,27.108,27.3461,27.3644,27.3827,27.3827,27.4011,27.511,27.5293,27.5476,27.6392,27.6758,27.7124,27.7491,27.8407,27.8407,27.859,27.859,27.8773,27.8773,27.9322,27.9506,27.9506,27.9872,27.9872,28.0238,28.0421,28.0788,28.2253,28.2436,28.2986,28.3535,28.4268,28.4268,28.5916,28.6099,28.8664,29.0495,29.0678,29.0862,29.1045,29.4342,29.8554,30.0935,30.35,30.4782,30.4965,30.5331,30.8995,31.1376,31.5039,32.0351,32.3098,32.3281,32.3648,32.9326,33.9033,34.2513,34.6726,34.8191,34.8374,34.9473,35.2954
Eslovénia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0962,0.3367,0.3367,0.7696,0.7696,1.4911,2.7418,4.281,6.7823,8.7064,10.5342,12.1697,13.2279,13.2279,13.757,16.4026,18.4229,19.914,21.2609,23.0887,25.3976,27.033,30.4001,32.9014,35.1141,36.3647,38.5774,40.4533,43.147,44.9268,46.9951,47.9572,49.1116,50.9395,52.4787,54.0661,55.7977,57.1446,57.9623,58.299,58.6838,60.0307,60.9927,62.7243,63.3497,63.975,64.2155,64.6484,65.0813,65.7066,66.0433,66.7649,67.1497,67.4383,67.7269,68.2079,68.737,68.9775,69.218,69.218,69.218,69.5066,69.6509,69.699,69.7471,69.9396,70.0839,70.2282,70.2763,70.3725,70.4206,70.4687,70.4687,70.5168,70.5168,70.5649,70.613,70.613,70.613,70.613,70.613,70.6611,70.6611,70.7573,70.8535,70.8535,70.8535,70.8535,70.8535,70.9497,71.0459,71.0459,71.1421,71.3826,71.4307,71.4307,71.4788,71.575,71.575,71.6712,71.7674,71.9117,71.9598,72.1041,72.2965,72.6813,72.7775,73.0662,73.1143,73.1624,73.7877,74.1244,74.413,74.9421,75.6155,76.0484,76.2408,76.9624,77.5877,78.5978,79.3674,80.7624,81.7725,82.5421,83.6485,84.8029,85.4282,86.246,87.8814,88.5548,88.9396,89.4207,90.3346
Somália,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0126,0.0189,0.0189,0.0189,0.0189,0.0315,0.0315,0.0315,0.044,0.044,0.044,0.044,0.0503,0.0755,0.0755,0.1321,0.1321,0.1573,0.3775,0.3775,0.5034,0.5034,0.7299,0.8494,1.0319,1.4912,1.7995,1.7995,2.0638,2.0638,2.4539,2.7433,3.0202,3.3222,3.6619,3.7815,3.7815,4.2219,4.5428,4.7567,5.2538,5.4929,5.839,5.839,6.2731,6.6318,6.852,7.3616,7.6699,8.0789,8.0789,8.5382,8.9409,9.1548,9.4506,9.8973,10.0294,10.0294,10.0294,10.0294,10.6272,10.7656,10.8914,11.5018,11.5018,12.0555,12.433,12.7287,13.144,13.5026,13.8675,13.8675,14.4024,14.6855,14.8994,15.2014,15.428,15.8118,15.8118,16.227,16.4724,16.6234,16.7241,16.9632,17.1079,17.1079,17.3344,17.4854,17.6931,17.6931,17.8378,18.1083,18.1083,18.1083,18.209,18.2719,18.3978,18.3978,18.5236,18.5236,18.6306,18.8571,18.9137,18.9704,19.0521,19.1151,19.1151,19.1969,19.2472,19.329,19.3542,19.3982
África do Sul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0017,0.0017,0.0051,0.0051,0.0118,0.0219,0.0287,0.0405,0.0641,0.086,0.1045,0.1045,0.1956,0.2529,0.3406,0.4047,0.462,0.6778,0.9341,1.1954,1.563,1.9727,2.0014,2.1582,2.2358,2.2813,2.3268,2.4651,2.5376,2.6725,2.7905,2.8428,2.949,3.1108,3.2609,3.3772,3.4194,3.6639,3.8308,4.0719,4.2254,4.3923,4.6924,5.1156,5.3247,5.5641,5.8423,6.129,6.6651,7.1153,7.3531,7.665,8.0814,8.4237,9.0206,9.5214,10.0339,10.6831,11.4368,12.1736,12.7671,13.165,13.8799,14.9978,15.883,16.8862,17.9603,19.1372,20.3579,21.4791,22.8027,24.2039,26.1597,27.7076,29.0008,30.3547,32.2668,33.9326,35.9863,38.0771,39.8171,40.9114,43.7322,46.204,49.3014,52.2133,55.1066,57.9291,60.3824,63.2707,68.7791,73.2338,77.5148,81.413,85.7868,89.3478,93.445,98.7511,104.4147,110.837,118.0906,123.9835,128.7063,135.5822,141.4464,147.8957,156.2688,164.0603,171.2902,178.908,188.4985,199.5913,210.0704,222.2271,232.9068,243.2426,254.9525,268.6503,283.3666,298.6476,316.9468,331.7389,346.8649,363.9517,378.8062,401.8619,422.6817,445.4389,465.7699,485.251,502.9482,524.4577
Sudão do Sul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0089,0.0179,0.0179,0.0268,0.0357,0.0357,0.0357,0.0357,0.0357,0.0357,0.0357,0.0357,0.0357,0.0357,0.0357,0.0357,0.0357,0.0447,0.0447,0.0447,0.0536,0.0536,0.3037,0.3037,0.3127,0.402,0.402,0.4109,0.4109,0.4645,0.5181,0.6611,1.072,1.072,1.072,1.3936,1.7331,1.8135,1.8135,2.1083,2.1083,2.5907,2.5907,2.5907,2.5907,4.2971,5.0296,5.8515,5.8515,7.2005,7.2005,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,11.7655,14.3295,14.3295,14.3295,14.9191,14.9191,15.1245,15.1245,15.1245,15.866,16.1966,16.3484,16.6522,16.813,16.9023,17.1167,17.2418,17.349,17.349,17.349,17.349,17.7689,17.7689,17.9297,18.0548,18.0548,18.0548,18.0548,18.0548,18.0548,18.0548,18.0548,18.0548,18.0548,18.0548,18.0548,19.1893,19.1893,19.234
Espanha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0128,0.0278,0.0321,0.0684,0.0962,0.1797,0.2567,0.3529,0.4748,0.554,0.8555,1.0694,1.4394,2.295,3.6253,4.8701,4.8701,11.1903,13.6692,16.6785,21.2641,25.1268,29.751,38.4196,43.6533,54.2704,61.5295,75.1495,85.3068,105.9036,123.5938,140.561,156.6364,171.3408,188.1219,205.1619,222.6895,239.6867,254.9451,269.8505,281.5669,292.3231,303.5882,317.0157,327.7141,338.5173,348.6852,356.8213,363.8109,369.0339,379.9483,395.5703,408.17,410.0672,424.9277,428.2129,436.6998,445.7063,455.6197,434.1588,440.3935,444.0915,448.0077,450.8053,455.3909,456.4988,460.308,463.2297,465.1204,466.286,469.105,471.2353,473.635,476.6508,478.1928,479.844,486.4444,487.7149,489.1286,490.9445,492.3197,493.4212,493.4212,495.3633,496.2851,497.393,498.4239,502.246,503.2427,504.2736,503.478,505.3152,505.3152,508.8378,510.2452,511.6654,512.2022,512.5423,513.1711,514.0138,514.7281,515.4083,516.1184,516.6317,516.9889,517.5214,518.193,519.1063,520.18,521.027,521.7178,522.1049,522.5733,523.3326,524.5838,525.2404,526.0168,526.7312,527.2274,527.7578,528.4722,529.3277,530.2239,531.4302,532.074,532.5017,533.1455,533.9754,534.925,535.8704,535.8704,535.8704,538.5311,539.2604,540.0796,541.2409,543.0632,543.0632,543.0632,547.4371,548.8616,550.733
Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0093,0.0093,0.028,0.0467,0.0841,0.1308,0.2055,0.2382,0.2802,0.3409,0.3596,0.3829,0.453,0.4763,0.4763,0.495,0.495,0.5277,0.5464,0.5697,0.6678,0.6818,0.7052,0.7425,0.7752,0.8219,0.8313,0.864,0.8826,0.8873,0.8873,0.9247,0.9807,1.0134,1.0881,1.1115,1.1115,1.1395,1.1862,1.2656,1.4197,1.4477,1.5411,1.7186,1.9614,2.1482,2.4424,2.746,2.8907,3.0308,3.0962,3.2223,3.2924,3.3531,3.5072,3.6006,3.722,3.8481,3.8995,3.9555,4.0302,4.0582,4.1516,4.2731,4.3198,4.3665,4.4832,4.5813,4.6326,4.7961,4.8008,4.9269,4.9876,5.0856,5.3285,5.5199,6.1597,6.8602,7.1451,7.2759,7.5654,7.6261,7.6728,7.8596,8.1678,8.392,8.4107,8.4714,8.5695,8.6722,8.6815,8.7282,8.7656,8.7796,8.7983,8.8216,8.8964,8.9431,8.9851,9.0925,9.1065,9.1065,9.1065,9.1112,9.298,9.3447,9.3867,9.4054,9.4941,9.5128,9.5221,9.5595,9.5922,9.6482,9.6622,9.6856,9.6949,9.6996,9.7183,9.779,10.0592,11.4602,11.7264,12.2214,12.3568,12.4456,12.4736
Sudão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0023,0.0023,0.0023,0.0023,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0068,0.0068,0.0068,0.0068,0.0114,0.0137,0.0137,0.016,0.016,0.0182,0.0228,0.0228,0.0274,0.0274,0.0319,0.0319,0.0342,0.0388,0.0433,0.0433,0.0661,0.073,0.073,0.073,0.0753,0.1505,0.1505,0.244,0.244,0.3193,0.3968,0.3968,0.4858,0.5405,0.6271,0.7252,0.8552,1.008,1.2155,1.3501,1.3501,1.5462,1.7743,1.943,2.1209,2.5337,2.6545,3.1129,3.4801,3.788,4.146,4.146,4.479,5.2202,5.2202,5.9089,6.2213,6.2213,7.1563,7.7037,8.2738,8.7117,9.0674,9.0674,9.9112,9.9112,10.3103,10.9466,11.462,11.7972,12.1097,12.5407,13.031,13.3754,13.868,13.868,14.2351,14.657,15.0105,15.348,15.6878,15.9797,16.4655,16.9558,17.6514,18.2899,18.2899,18.965,19.567,19.567,19.8361,20.2717,20.2717,20.4884,21.111,21.111,21.111,21.111,21.111,21.8316,21.8316,22.0369,22.274,22.274,22.5637,22.7986,22.997,23.1657,23.2706,23.3755,23.3755,23.5261,23.7564,24.0072
Suriname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1705,0.1705,0.1705,0.1705,0.1705,0.1705,0.6819,0.6819,0.8523,0.8523,1.1933,1.3637,1.3637,1.3637,1.3637,1.3637,1.3637,1.5342,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.8751,1.8751,1.8751,1.8751,1.8751,1.8751,1.8751,1.8751,1.8751,2.0456,2.0456,2.0456,2.3865,3.9207,7.5004,9.2051,12.6144,13.9781,15.3418,17.0465,20.7967,21.8195,23.3537,24.5469,28.6381,31.8769,33.4111,35.4566,39.0364,40.2296,44.4913,47.2187,49.9461,51.6508,53.5259,54.3782,54.3782,60.8559,63.5833,66.3107,79.607,83.5277,85.4028,87.7893,91.1986,93.2441,95.6307,96.3125,101.256,104.6653,108.0746,113.359,118.3024,123.7573,126.3143,126.3143,132.9624,136.5422,142.6789
Suécia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0099,0.0198,0.0693,0.0693,0.1188,0.1386,0.1485,0.2079,0.3466,0.9308,1.0001,1.5942,2.01,2.4556,3.5151,4.9509,5.9311,8.06,9.5155,10.1195,10.9216,11.783,12.6643,14.2486,16.2289,17.4567,19.1499,20.2589,22.6353,25.0117,28.1209,30.3884,34.1312,36.6363,39.8841,43.9141,48.9838,55.1327,60.7074,63.7967,67.6287,71.3517,76.1739,83.3625,90.5115,95.8981,100.5123,103.7996,108.4039,113.3251,118.0977,124.1675,130.861,136.8614,142.4361,146.3176,151.714,158.467,165.9032,173.9434,179.9834,184.5679,187.3998,194.2815,201.0245,208.8469,213.0848,218.6496,220.9765,224.9768,229.8781,236.8291,243.8098,250.1667,256.6622,260.6328,264.0786,270.0395,276.3468,283.0107,289.1993,293.8531,298.4673,300.7843,304.9628,312.1316,318.5578,324.8652,328.618,331.3013,335.1036,341.0149,347.4312,353.7584,361.1748,367.4822,371.73,374.4233,382.0971,404.0195,414.7133,425.1696,434.5564,442.9035,446.8939,454.7262,463.5387,478.1338,491.9566,504.304,511.0669,518.6813,527.9889,540.2571,554.9216,575.0517,580.1511,582.6959,583.5276,602.3904,617.1142,632.6203,644.9677,644.9677,644.9677,670.0191,677.782,690.07,699.4469,707.1703,707.1703,707.1703,723.4289,726.2311,731.3205,736.0239,741.6183,741.6183,741.6183,750.8071,752.5399,757.4017
