País Português,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154
Gana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0032,0.0064,0.0064,0.0129,0.0129,0.0129,0.0161,0.0161,0.0161,0.0161,0.0161,0.0161,0.0161,0.0161,0.0161,0.0161,0.0161,0.0193,0.0193,0.0193,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.029,0.029,0.029,0.029,0.029,0.029,0.0322,0.0322,0.0354,0.0354,0.0515,0.0515,0.0547,0.0547,0.0579,0.0579,0.0579,0.0579,0.0579,0.0579,0.0579,0.0708,0.0708,0.0708,0.0708,0.0772,0.0772,0.0901,0.0933,0.0933,0.0933,0.0998,0.0998,0.0998,0.0998,0.0998,0.103,0.103,0.1094,0.1094,0.1094,0.1094,0.1126,0.1159,0.1159,0.1223,0.1223,0.1223,0.1352,0.1416,0.1416,0.1545,0.1545,0.1545,0.1545,0.1545,0.1545,0.1738,0.1738,0.1867,0.2124,0.2124,0.2253,0.2735,0.2735,0.2735,0.3057,0.3057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grécia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096,0.0096,0.0096,0.0288,0.0384,0.0384,0.048,0.048,0.0576,0.0576,0.1247,0.1439,0.1631,0.1919,0.2111,0.2494,0.2686,0.307,0.3646,0.4125,0.4701,0.4797,0.5085,0.6044,0.6524,0.7004,0.7579,0.7771,0.7963,0.8347,0.8827,0.8923,0.9402,0.9498,0.969,0.9786,1.0074,1.0362,1.0554,1.0841,1.1129,1.1609,1.1609,1.1993,1.2472,1.2472,1.2856,1.3048,1.324,1.3336,1.3432,1.3432,1.372,1.3816,1.4007,1.4007,1.4103,1.4199,1.4391,1.4487,1.4487,1.4487,1.4583,1.4871,1.4967,1.5351,1.5542,1.5638,1.583,1.583,1.5926,1.6118,1.6214,1.6406,1.6406,1.6502,1.6598,1.6598,1.679,1.679,1.679,1.679,1.7173,1.7173,1.7173,1.7269,1.7269,1.7269,1.7269,1.7461,1.7557,1.7557,1.7557,1.7557,1.7557,1.7557,1.7653,1.7749,1.7941,1.8037,1.8133,1.8229,1.8229,1.8229,1.8229,1.8229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,0.0,0.0,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0056,0.0112,0.0112,0.0167,0.0167,0.0167,0.0167,0.0167,0.0167,0.0279,0.0279,0.0279,0.0279,0.0279,0.0391,0.0391,0.0391,0.0391,0.0391,0.0447,0.0614,0.0614,0.0726,0.0837,0.0837,0.0837,0.0893,0.0893,0.0893,0.0949,0.0949,0.1061,0.1061,0.1172,0.1284,0.134,0.134,0.1451,0.1451,0.1507,0.1619,0.1619,0.1675,0.1842,0.1842,0.1954,0.24,0.2512,0.2679,0.2847,0.307,0.3237,0.3293,0.3516,0.3796,0.4465,0.5024,0.5693,0.6028,0.6475,0.6866,0.7982,0.8819,1.2057,1.2838,1.4066,1.4903,1.6131,1.7638,1.8643,1.9592,2.0485,2.1434,2.2271,2.3332,2.4113,2.5062,2.696,2.869,2.9639,3.0532,3.2486,3.3546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guiné,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076,0.0076,0.0228,0.0228,0.0381,0.0381,0.0457,0.0457,0.0457,0.0457,0.0533,0.0533,0.0533,0.0533,0.0533,0.0533,0.0533,0.0533,0.0533,0.0685,0.0761,0.0838,0.0838,0.0838,0.0838,0.0838,0.0838,0.0838,0.1066,0.1142,0.1142,0.1218,0.1218,0.1218,0.1371,0.1371,0.1371,0.1447,0.1523,0.1523,0.1523,0.1523,0.1523,0.1675,0.1675,0.1751,0.1751,0.1751,0.1751,0.1751,0.1751,0.1751,0.1751,0.1751,0.1751,0.1751,0.1751,0.1751,0.1827,0.1904,0.1904,0.198,0.198,0.198,0.198,0.2056,0.2056,0.2056,0.2056,0.2132,0.2208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guiné-Bissau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0508,0.0508,0.0508,0.0508,0.0508,0.0508,0.0508,0.0508,0.0508,0.0508,0.1016,0.1016,0.1016,0.1524,0.1524,0.1524,0.1524,0.1524,0.1524,0.1524,0.2033,0.2033,0.2033,0.3049,0.3049,0.3049,0.3049,0.3049,0.3049,0.3557,0.3557,0.3557,0.4065,0.4065,0.4065,0.4065,0.4065,0.4065,0.4065,0.4065,0.6098,0.6098,0.6098,0.6098,0.6098,0.6098,0.6098,0.7622,0.7622,0.7622,0.7622,0.7622,0.7622,0.7622,0.8638,0.8638,0.8638,0.9654,0.9654,0.9654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guiana,0.1271,0.1271,0.1271,0.1271,0.1271,0.1271,0.1271,0.1271,0.1271,0.1271,0.1271,0.1271,0.1271,0.1271,0.1271,0.1271,0.1271,0.1271,0.1271,0.2543,0.2543,0.5085,0.5085,0.5085,0.5085,0.5085,0.6357,0.7628,0.7628,0.7628,0.7628,0.7628,0.7628,0.7628,0.7628,0.7628,0.7628,0.7628,0.89,0.89,0.89,0.89,0.89,0.89,0.89,1.0171,1.0171,1.0171,1.0171,1.1442,1.1442,1.1442,1.1442,1.1442,1.2714,1.2714,1.2714,1.2714,1.2714,1.2714,1.2714,1.2714,1.2714,1.2714,1.2714,1.2714,1.2714,1.2714,1.2714,1.2714,1.2714,1.2714,1.2714,1.2714,1.3985,1.3985,1.3985,1.3985,1.3985,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,1.5256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.0088,0.0088,0.0088,0.0175,0.0175,0.0175,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0351,0.0438,0.0438,0.0526,0.0526,0.0526,0.0526,0.0526,0.0702,0.0702,0.0702,0.0789,0.0965,0.1052,0.1052,0.1052,0.1052,0.1052,0.1315,0.1403,0.1403,0.1579,0.1754,0.1754,0.1754,0.1754,0.1842,0.1842,0.1929,0.2192,0.2192,0.228,0.228,0.2368,0.2894,0.2982,0.2982,0.3069,0.3596,0.3859,0.3946,0.3946,0.421,0.4385,0.4385,0.4385,0.4473,0.4736,0.4911,0.5087,0.5613,0.5613,0.6139,0.6139,0.6665,0.7016,0.7191,0.7367,0.763,0.7718,0.7718,0.7718,0.7805,0.8068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Sé,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101,0.0101,0.0101,0.0303,0.0707,0.0707,0.101,0.1413,0.1514,0.1514,0.2221,0.2221,0.2221,0.2221,0.2322,0.2322,0.2423,0.2524,0.2524,0.2625,0.313,0.3534,0.4139,0.4644,0.4644,0.4644,0.4644,0.4644,0.4745,0.5553,0.5957,0.5957,0.6159,0.6462,0.6664,0.7168,0.7572,0.7673,0.8279,0.838,0.939,0.9995,1.0601,1.0803,1.0904,1.0904,1.1712,1.2217,1.2418,1.3428,1.3529,1.3933,1.4337,1.4741,1.4842,1.4842,1.575,1.6861,1.6861,1.8173,1.8375,1.8981,1.9587,1.9789,1.9789,2.0294,2.1404,2.1909,2.2717,2.3625,2.4534,2.5039,2.5241,2.6048,2.6452,2.7361,2.9279,2.9683,3.0895,3.1299,3.15,3.251,3.3318,3.3924,3.463,3.5236,3.6145,3.665,3.988,4.089,4.2102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.0104,0.0104,0.0104,0.0104,0.0311,0.0414,0.0621,0.0725,0.0932,0.1035,0.1035,0.1035,0.1139,0.1346,0.1553,0.1656,0.207,0.2174,0.2691,0.3313,0.352,0.3934,0.4865,0.6004,0.6832,0.7971,0.8799,1.0248,1.1283,1.2629,1.3871,1.4699,1.6148,1.7805,1.9565,2.06,2.2049,2.3291,2.474,2.7121,2.7121,2.8156,2.8984,3.0123,3.1055,3.2297,3.3436,3.4678,3.5195,3.6334,3.7576,3.8611,3.9647,4.0578,4.1924,4.2752,4.358,4.3994,4.4512,4.5133,4.5754,4.6375,4.6686,4.7824,4.8342,4.8652,4.8963,4.9274,4.9895,5.0309,5.0826,5.1654,5.2276,5.269,5.3518,5.4242,5.4449,5.4553,5.507,5.5277,5.5795,5.6106,5.6416,5.652,5.6727,5.6934,5.7037,5.7244,5.7451,5.7865,5.8176,5.8279,5.8486,5.8694,5.8797,5.8797,5.9004,5.9004,5.9211,5.9315,5.9625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Islândia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4652,0.0,0.293,0.293,0.293,0.0,0.293,0.293,0.293,0.5861,0.5861,0.5861,0.5861,0.5861,0.5861,0.5861,0.5861,0.5861,1.1722,1.1722,1.1722,1.1722,1.7583,1.7583,1.7583,1.7583,2.0513,2.3444,2.3444,2.3444,2.3444,2.3444,2.3444,2.6374,2.6374,2.6374,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,2.9305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Índia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0003,0.0004,0.0003,0.0005,0.0007,0.0007,0.0009,0.0014,0.0014,0.0017,0.002,0.0023,0.0025,0.0042,0.0052,0.0052,0.0062,0.0072,0.0099,0.0109,0.0129,0.0164,0.0178,0.0209,0.024,0.0259,0.0285,0.0293,0.0325,0.0352,0.0378,0.0405,0.0429,0.0467,0.0493,0.0522,0.0565,0.0598,0.0638,0.068,0.073,0.0782,0.0836,0.0886,0.0959,0.1008,0.1135,0.1227,0.1293,0.1369,0.1438,0.1522,0.1603,0.1662,0.175,0.1849,0.192,0.1995,0.208,0.2192,0.2287,0.2393,0.2488,0.2597,0.27,0.2803,0.2916,0.3023,0.3148,0.3285,0.3414,0.3609,0.3757,0.3919,0.4064,0.4224,0.4412,0.4611,0.4818,0.5033,0.5222,0.5415,0.5616,0.5871,0.6158,0.6438,0.6663,0.6899,0.7174,0.8625,0.8867,0.9111,0.9383,0.9604,0.9927,1.0153,1.049,1.0793,,,,,,,,
Indonésia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0004,0.0015,0.0018,0.0018,0.0018,0.0018,0.0069,0.0091,0.0117,0.0139,0.0175,0.0179,0.0201,0.0212,0.0285,0.0318,0.0373,0.0417,0.0446,0.0497,0.0574,0.0622,0.0662,0.0698,0.0724,0.0764,0.0808,0.0877,0.1024,0.1119,0.1196,0.1364,0.1459,0.1678,0.1715,0.1813,0.1901,0.1956,0.2128,0.2157,0.2252,0.2322,0.2365,0.2519,0.2632,0.2716,0.2797,0.2826,0.2866,0.2896,0.2925,0.3038,0.3089,0.3159,0.3188,0.3272,0.34,0.3448,0.3506,0.3557,0.3623,0.3682,0.3758,0.3813,0.3934,0.3981,0.4197,0.4354,0.4464,0.4541,0.4672,0.4848,0.4939,0.5016,0.5085,0.5184,0.5385,0.5469,0.5557,0.5751,0.5897,0.5999,0.608,0.6208,0.6292,0.6471,0.6584,0.6767,0.6884,0.703,0.7162,0.7312,0.7487,0.7645,0.7802,0.8036,0.8157,0.8321,0.8551,0.8676,0.888,0.9012,0.914,0.9268,0.9407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irã,0.0024,0.0024,0.0048,0.006,0.0095,0.0143,0.019,0.0226,0.031,0.0405,0.0512,0.0643,0.0786,0.0917,0.1095,0.1274,0.1476,0.1726,0.231,0.2822,0.3465,0.4215,0.5108,0.612,0.7274,0.862,1.0156,1.1763,1.3513,1.5287,1.7061,1.8525,2.0061,2.1573,2.3026,2.4728,2.6597,2.8312,2.9967,3.1431,3.2824,3.4503,3.6146,3.7622,3.9218,4.1099,4.2896,4.4516,4.6099,4.754,4.8933,5.0385,5.1873,5.3266,5.4588,5.5755,5.6874,5.7969,5.9029,5.9898,6.0934,6.2017,6.3065,6.4184,6.5255,6.6363,6.7268,6.7982,6.9125,6.997,7.0923,7.1768,7.2518,7.3292,7.3851,7.4732,7.5483,7.6411,7.7221,7.7876,7.8447,7.9054,7.959,8.0161,8.0757,8.1602,8.2174,8.259,8.3197,8.4019,8.4757,8.5519,8.6305,8.6912,8.7614,8.8305,8.871,8.9388,9.0055,9.0805,9.1401,9.2079,9.2829,9.3794,9.4556,9.5389,9.6091,9.6841,9.7734,9.8592,9.9425,10.0306,10.127,10.2199,10.3092,10.3937,10.5211,10.6557,10.7926,10.9354,11.039,11.1819,11.3188,11.4569,11.5986,11.7427,11.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0075,0.0099,0.0149,0.0149,0.0174,0.0174,0.0199,0.0224,0.0249,0.0249,0.0249,0.0273,0.0298,0.0323,0.0423,0.0423,0.0497,0.0572,0.0671,0.0721,0.0895,0.0994,0.1044,0.1044,0.1144,0.1243,0.1293,0.1343,0.1343,0.1392,0.1517,0.1591,0.1616,0.1715,0.1715,0.174,0.179,0.1889,0.1939,0.1939,0.1964,0.1989,0.2014,0.2039,0.2039,0.2039,0.2064,0.2064,0.2064,0.2138,0.2138,0.2163,0.2188,0.2238,0.2287,0.2312,0.2337,0.2362,0.2412,0.2436,0.2536,0.2536,0.2536,0.2586,0.266,0.271,0.2735,0.2785,0.2859,0.2859,0.2909,0.3008,0.3058,0.3157,0.3257,0.3331,0.3481,0.3655,0.3779,0.3978,0.4052,0.4202,0.4351,0.445,0.4599,0.4848,0.5097,0.5345,0.5843,0.6365,0.6738,0.7086,0.7906,0.8602,0.9199,0.9746,1.0591,1.1362,1.2331,1.3649,1.5091,1.621,1.7702,1.9218,2.1282,2.2997,2.5185,2.7348,2.9014,3.1102,3.3066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irlanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203,0.0203,0.0203,0.0405,0.0405,0.0405,0.0405,0.0405,0.0608,0.0608,0.0608,0.081,0.1215,0.1418,0.1823,0.3848,0.4455,0.7291,0.9316,1.0936,1.4379,1.7214,1.9847,2.4302,2.7745,3.1998,3.5238,4.2529,4.7592,5.3263,5.8123,6.4806,6.7642,7.392,8.2223,8.9919,9.8425,10.7336,11.5639,12.3537,13.9131,14.784,15.5738,16.0801,20.5355,21.5279,22.0139,22.3177,23.4721,24.0999,24.9505,25.6188,26.0441,26.3883,26.7124,27.1174,27.8465,28.4135,28.9401,29.2844,29.5274,29.7097,30.135,30.3172,30.4995,30.7425,31.0463,31.2488,31.3298,31.6134,31.8159,32.0589,32.2412,32.4842,32.5652,32.5247,32.707,33.031,33.193,33.3145,33.436,33.4563,33.4158,33.5778,33.5981,33.6993,33.8208,33.9828,34.0031,34.0841,34.2461,34.3271,34.4891,34.5296,34.5296,34.5499,34.5499,34.6107,34.6309,34.7119,34.7119,34.7322,34.7322,34.7727,34.8334,34.9549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.0116,0.0116,0.0347,0.0578,0.0924,0.1386,0.1386,0.1733,0.1849,0.2311,0.3004,0.4159,0.4621,0.5083,0.5661,0.6585,0.751,0.8434,0.9936,1.0976,1.1669,1.19,1.3402,1.4211,1.5019,1.6406,1.7445,1.8947,1.9872,2.0449,2.1258,2.1836,2.2182,2.2413,2.2991,2.3222,2.3569,2.4262,2.484,2.5648,2.5995,2.6457,2.6804,2.715,2.7497,2.7612,2.7728,2.8306,2.8537,2.9114,2.9808,3.0039,3.0501,3.0616,3.0732,3.0963,3.1425,3.1887,3.2118,3.2234,3.2234,3.2234,3.2234,3.2234,3.2465,3.2465,3.2465,3.2811,3.2811,3.2811,3.2927,3.2927,3.3505,3.362,3.362,3.362,3.4082,3.4429,3.4429,3.4544,3.4544,3.466,3.466,3.466,3.466,3.4891,3.4891,3.5007,3.5007,3.5122,3.5238,3.5353,3.5469,3.5584,3.5584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Itália,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0033,0.005,0.0116,0.0165,0.0198,0.0281,0.0347,0.048,0.0562,0.086,0.1307,0.177,0.2448,0.3258,0.3854,0.6053,0.7658,1.0436,1.3678,1.6804,2.0939,2.3833,2.992,3.5692,4.1398,4.9254,5.6317,6.6687,7.9802,9.057,10.051,11.2798,12.4095,13.5871,15.1071,16.5774,17.8278,19.1708,20.5551,21.7575,23.0145,24.2814,25.4078,26.2761,27.328,28.327,29.2234,30.2323,31.175,32.1988,32.9117,33.8478,34.8435,35.7994,36.6678,37.6188,38.416,39.1321,39.883,40.7662,41.489,42.2564,42.9511,43.6375,44.0675,44.6182,45.25,45.7843,46.2556,46.7005,47.4845,47.7723,48.0948,48.4851,49.0954,49.5486,49.9505,50.2714,50.5443,50.8403,51.1248,51.4473,51.8807,52.2809,52.534,52.7738,52.9375,53.2055,53.4718,53.7298,53.9448,54.1416,54.2243,54.3765,54.5055,54.699,54.8148,54.9586,55.1422,55.2663,55.3655,55.4565,55.5739,55.7195,55.86,55.9791,56.0668,56.1743,56.3049,56.4224,56.51,56.6027,56.7317,56.8044,56.8474,56.9037,56.9748,57.084,57.1617,57.2427,57.2824,57.3205,57.3502,57.299,,,,,,,,,
Jamaica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338,0.0338,0.0338,0.0338,0.0338,0.0338,0.0338,0.0338,0.0338,0.0338,0.0338,0.0338,0.0338,0.1013,0.1013,0.1013,0.1013,0.1013,0.1013,0.1013,0.1351,0.1351,0.1351,0.1351,0.1351,0.1351,0.1351,0.1689,0.1689,0.1689,0.1689,0.1689,0.1689,0.2026,0.2026,0.2026,0.2364,0.2364,0.2364,0.2364,0.2364,0.2364,0.2702,0.2702,0.2702,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3039,0.3377,0.3377,0.3377,0.3377,0.3377,0.3377,0.3377,0.3377,0.3377,0.3377,0.3377,0.3377,0.3377,0.3377,0.3377,0.3377,0.3377,0.3377,0.3377,0.3377,0.3377,0.3377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0016,0.0032,0.0032,0.004,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0047,0.0079,0.0079,0.0119,0.0127,0.015,0.0174,0.0174,0.0213,0.0229,0.0229,0.0229,0.0261,0.0277,0.0324,0.0332,0.034,0.0356,0.0372,0.0387,0.0411,0.0427,0.0427,0.0443,0.0451,0.049,0.0498,0.0609,0.0609,0.0672,0.0727,0.0735,0.0743,0.0783,0.0783,0.0854,0.0973,0.1131,0.1154,0.1407,0.1502,0.1755,0.1866,0.1866,0.2079,0.2222,0.2593,0.2728,0.2846,0.2941,0.3044,0.3115,0.3265,0.34,0.3598,0.3748,0.3851,0.4238,0.4396,0.4396,0.4562,0.4665,0.4799,0.4934,0.5005,0.5195,0.5361,0.5511,0.5637,0.5732,0.5883,0.5922,0.6072,0.6072,0.6143,0.6294,0.6389,0.6483,0.6562,0.6689,0.6784,0.6966,0.7013,0.7069,0.71,0.7108,0.7132,0.7155,0.7203,0.7242,0.7235,0.725,0.7274,0.7274,0.729,0.729,0.7306,0.7329,0.7329,0.7345,0.7385,0.7393,0.7393,0.7519,0.7551,0.7551,0.7551,0.763,0.7646
Jordânia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0098,0.0294,0.049,0.049,0.049,0.049,0.049,0.049,0.049,0.0588,0.0588,0.0588,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0686,0.0784,0.0784,0.0784,0.0784,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cazaquistão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0053,0.0053,0.0053,0.0053,0.0053,0.0107,0.016,0.016,0.032,0.0266,0.032,0.032,0.032,0.0373,0.0426,0.0533,0.0533,0.0533,0.0639,0.0746,0.0852,0.0905,0.0905,0.0905,0.0905,0.1012,0.1012,0.1012,0.1065,0.1331,0.1331,0.1331,0.1331,0.1331,0.1331,0.1331,0.1331,0.1331,0.1438,0.1544,0.1544,0.1598,0.1598,0.1651,0.1651,0.1651,0.1704,0.1704,0.1704,0.1704,0.1811,0.1811,0.1811,0.1864,0.1864,0.1864,0.1864,0.1864,0.1864,0.1864,0.1864,0.1971,0.1971,0.1971,0.1971,0.2024,0.213,0.2184,0.2343,0.2556,0.2769,0.2769,0.2823,0.2982,0.2982,0.3249,0.3568,0.3568,0.3728,0.3888,0.4101,0.4314,0.4687,0.5166,0.5326,0.6018,0.6284,0.6391,0.6764,0.7137,0.7243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
